,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Clusters
5569,C15725,1602.425383,1.0,0.0,0.0,0.0,1770.282273,0.0,0.0,0.0,0.583333,17,0,4494.449450364621,1434.566669,864.2065423050828,0.0,12,3
5570,C15726,14.593148,1.0,158.7,0.0,158.7,0.0,1.0,0.0,1.0,0.0,0,23,4494.449450364621,193.70608,864.2065423050828,0.7,12,2
5571,C15727,20.700474,0.857143,94.98,0.0,94.98,0.0,0.857143,0.0,0.714286,0.0,0,6,4494.449450364621,86.16753,864.2065423050828,0.5,7,1
5572,C15728,3467.619262,1.0,468.49,278.5,189.99,2493.180667,0.833333,0.083333,0.666667,0.5,10,10,4494.449450364621,1612.002883,864.2065423050828,0.0,12,0
5573,C15729,212.84035,1.0,1944.48,864.38,1080.1,0.0,1.0,0.666667,1.0,0.0,0,36,4494.449450364621,1780.988408,864.2065423050828,0.416667,12,2
5574,C15730,387.449138,1.0,253.7,253.7,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,4494.449450364621,198.133653,864.2065423050828,0.0,12,1
5575,C15731,2901.999862,1.0,11250.65,10165.88,1084.77,0.0,1.0,1.0,0.75,0.0,0,274,4494.449450364621,6443.381719,864.2065423050828,0.083333,12,2
5576,C15732,828.013302,1.0,126.48,0.0,126.48,0.0,0.25,0.0,0.166667,0.0,0,3,4494.449450364621,301.728915,864.2065423050828,0.0,12,1
5577,C15733,884.16375,1.0,823.52,0.0,823.52,0.0,1.0,0.0,1.0,0.0,0,56,4494.449450364621,416.870269,864.2065423050828,0.0,12,2
5578,C15734,71.186651,0.727273,1500.0,0.0,1500.0,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,1330.781779,864.2065423050828,0.636364,12,2
5579,C15735,1167.254965,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,897.514706,864.2065423050828,0.0,12,2
5580,C15736,6090.22908,1.0,1583.23,1583.23,0.0,8983.561279,0.666667,0.666667,0.0,0.333333,11,8,4494.449450364621,8054.48508,864.2065423050828,0.083333,12,0
5581,C15737,2986.070256,1.0,178.9,74.9,104.0,1948.211838,0.333333,0.083333,0.166667,0.416667,10,4,4494.449450364621,619.02881,864.2065423050828,0.0,12,0
5582,C15738,74.277994,1.0,795.57,135.38,660.19,0.0,1.0,0.083333,1.0,0.0,0,19,4494.449450364621,899.310578,864.2065423050828,1.0,12,2
5583,C15739,79.222393,1.0,994.96,463.2,531.76,0.0,0.916667,0.333333,0.833333,0.0,0,22,4494.449450364621,612.645199,864.2065423050828,0.9,12,2
5584,C15740,997.98763,1.0,952.29,152.29,800.0,274.949525,1.0,0.083333,1.0,0.083333,2,17,4494.449450364621,1273.253687,864.2065423050828,0.0,12,0
5585,C15741,8737.860241,1.0,0.0,0.0,0.0,5424.78258,0.0,0.0,0.0,0.916667,24,0,4494.449450364621,2804.040289,864.2065423050828,0.0,12,3
5586,C15742,2236.176309,1.0,1114.43,979.43,135.0,0.0,1.0,0.916667,0.416667,0.0,0,21,4494.449450364621,615.627805,864.2065423050828,0.0,12,2
5587,C15743,2932.136377,1.0,0.0,0.0,0.0,1866.470014,0.0,0.0,0.0,0.583333,12,0,4494.449450364621,809.813492,864.2065423050828,0.0,12,3
5588,C15744,126.159165,1.0,144.9,144.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,4494.449450364621,1307.853194,864.2065423050828,0.333333,12,1
5589,C15745,963.467447,1.0,720.57,720.57,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4494.449450364621,2304.882707,864.2065423050828,0.0,12,2
5590,C15746,641.02208,1.0,0.0,0.0,0.0,180.321494,0.0,0.0,0.0,0.25,4,0,4494.449450364621,345.161002,864.2065423050828,0.0,12,3
5591,C15747,2638.45383,1.0,0.0,0.0,0.0,262.082802,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,642.830286,864.2065423050828,0.0,12,3
5592,C15748,2800.848284,1.0,0.0,0.0,0.0,230.345891,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,864.931529,864.2065423050828,0.0,12,3
5593,C15749,921.334338,1.0,161.6,0.0,161.6,18.980421,0.5,0.0,0.416667,0.083333,1,6,4494.449450364621,1757.687136,864.2065423050828,0.083333,12,2
5594,C15750,324.831712,0.363636,0.0,0.0,0.0,1282.314634,0.0,0.0,0.0,0.083333,2,0,4494.449450364621,3585.134646,864.2065423050828,0.0,12,3
5595,C15751,144.006679,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,287.560084,864.2065423050828,0.0,12,1
5596,C15752,1737.967907,1.0,249.0,249.0,0.0,1669.386699,0.083333,0.083333,0.0,0.416667,12,2,4494.449450364621,1543.486682,864.2065423050828,0.166667,12,3
5597,C15753,266.142747,1.0,2109.17,1384.31,724.86,0.0,1.0,1.0,1.0,0.0,0,40,4494.449450364621,2003.273695,864.2065423050828,1.0,12,2
5598,C15754,3956.072098,1.0,82.0,82.0,0.0,2113.060571,0.166667,0.166667,0.0,0.25,9,2,4494.449450364621,811.119073,864.2065423050828,0.0,12,3
5599,C15755,3128.61332,1.0,3875.71,2244.32,1631.39,0.0,1.0,0.916667,1.0,0.0,0,98,4494.449450364621,1628.411065,864.2065423050828,0.0,12,2
5600,C15756,2731.319748,1.0,0.0,0.0,0.0,410.837121,0.0,0.0,0.0,0.25,3,0,4494.449450364621,696.542192,864.2065423050828,0.0,12,3
5601,C15757,1478.069308,1.0,0.0,0.0,0.0,37.483718,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,287.13201,864.2065423050828,0.0,12,3
5602,C15758,1357.969348,0.454545,0.0,0.0,0.0,2903.355319,0.0,0.0,0.0,0.25,6,0,4494.449450364621,12353.26546,864.2065423050828,0.2,12,3
5603,C15759,59.32524,1.0,527.63,0.0,527.63,0.0,1.0,0.0,0.9,0.0,0,11,4494.449450364621,435.994202,864.2065423050828,0.875,10,2
5604,C15760,2.71921,0.181818,0.0,0.0,0.0,365.729727,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,3961.072777,864.2065423050828,0.090909,12,1
5605,C15761,145.379392,0.727273,0.0,0.0,0.0,79.010936,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,542.489358,864.2065423050828,0.125,12,3
5606,C15762,730.058174,1.0,782.6,782.6,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4494.449450364621,278.865346,864.2065423050828,0.0,12,2
5607,C15763,1916.067737,1.0,0.0,0.0,0.0,4690.22899,0.0,0.0,0.0,0.25,19,0,4494.449450364621,7730.195068,864.2065423050828,0.0,12,3
5608,C15764,204.041606,1.0,1173.34,1067.7,105.64,0.0,0.7,0.7,0.3,0.0,0,20,4494.449450364621,871.245658,864.2065423050828,0.0,10,2
5609,C15765,203.62963,0.454545,0.0,0.0,0.0,589.991614,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,314.842514,864.2065423050828,0.0,12,3
5610,C15766,9166.016365,1.0,0.0,0.0,0.0,2911.322626,0.0,0.0,0.0,0.333333,8,0,4494.449450364621,2335.737316,864.2065423050828,0.0,12,3
5611,C15767,1371.015868,1.0,180.0,180.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4494.449450364621,534.055194,864.2065423050828,0.0,12,1
5612,C15768,218.35043,1.0,54.25,0.0,54.25,0.0,0.333333,0.0,0.333333,0.0,0,4,4494.449450364621,704.553221,864.2065423050828,0.0,12,1
5613,C15769,89.579737,0.272727,1174.59,1174.59,0.0,0.0,0.181818,0.181818,0.0,0.0,0,2,4494.449450364621,711.52357,864.2065423050828,0.0,11,1
5614,C15770,665.786437,1.0,5634.56,3335.15,2299.41,0.0,1.0,1.0,1.0,0.0,0,104,4494.449450364621,5831.664538,864.2065423050828,0.916667,12,2
5615,C15771,0.298538,0.090909,510.0,0.0,510.0,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,557.480712,864.2065423050828,0.0,12,1
5616,C15773,9.052765,0.272727,172.0,172.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4494.449450364621,179.644191,864.2065423050828,0.0,12,1
5617,C15774,1631.603874,1.0,0.0,0.0,0.0,831.780875,0.0,0.0,0.0,0.181818,2,0,4494.449450364621,357.259124,864.2065423050828,0.0,11,3
5618,C15775,501.360034,1.0,107.27,107.27,0.0,0.0,0.25,0.25,0.0,0.0,0,3,4494.449450364621,614.163281,864.2065423050828,0.0,12,1
5619,C15776,672.84733,1.0,1969.47,1796.79,172.68,0.0,0.5,0.4,0.1,0.0,0,7,4494.449450364621,1204.587035,864.2065423050828,0.1,10,2
5620,C15777,1308.128024,1.0,623.03,0.0,623.03,0.0,0.916667,0.0,0.833333,0.0,0,15,4494.449450364621,306.967651,864.2065423050828,0.0,12,2
5621,C15778,29.929842,0.272727,259.59,0.0,259.59,0.0,0.166667,0.0,0.166667,0.0,0,3,4494.449450364621,682.334296,864.2065423050828,1.0,12,1
5622,C15779,8894.553534,1.0,476.84,476.84,0.0,6098.490836,0.166667,0.166667,0.0,0.583333,16,3,4494.449450364621,2163.376448,864.2065423050828,0.0,12,0
5623,C15780,40.778677,1.0,100.98,100.98,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,4494.449450364621,227.659466,864.2065423050828,0.0,12,1
5624,C15781,46.816731,1.0,539.88,0.0,539.88,0.0,1.0,0.0,1.0,0.0,0,14,4494.449450364621,457.377375,864.2065423050828,0.75,12,2
5625,C15782,18.430156,0.454545,342.5,342.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4494.449450364621,230.757968,864.2065423050828,0.0,12,1
5626,C15783,1393.098681,1.0,353.43,0.0,353.43,1465.018056,0.7,0.0,0.6,0.2,3,14,4494.449450364621,491.576263,864.2065423050828,0.0,10,0
5627,C15784,64.03101,1.0,646.5,95.0,551.5,0.0,0.833333,0.166667,0.666667,0.0,0,17,4494.449450364621,564.329726,864.2065423050828,1.0,12,2
5628,C15785,47.783061,0.181818,0.0,0.0,0.0,545.183508,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,0.0,864.2065423050828,0.0,12,1
5629,C15786,425.549034,1.0,151.68,0.0,151.68,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,72.454987,864.2065423050828,0.0,12,2
5630,C15787,907.371097,1.0,55.65,0.0,55.65,0.0,0.166667,0.0,0.166667,0.0,0,3,4494.449450364621,416.818116,864.2065423050828,0.0,12,1
5631,C15789,2828.808139,1.0,199.0,0.0,199.0,0.0,0.25,0.0,0.166667,0.0,0,3,4494.449450364621,615.69756,864.2065423050828,0.0,12,1
5632,C15790,1372.443049,1.0,0.0,0.0,0.0,3895.022384,0.0,0.0,0.0,0.333333,7,0,4494.449450364621,2697.2213,864.2065423050828,0.0,12,3
5633,C15791,34.351126,0.545455,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,79.207316,864.2065423050828,0.0,12,1
5634,C15792,2997.999455,1.0,288.4,0.0,288.4,931.971634,0.75,0.0,0.75,0.166667,2,9,4494.449450364621,1733.213844,864.2065423050828,0.0,12,0
5635,C15793,2223.497527,1.0,132.28,0.0,132.28,1380.807166,0.75,0.0,0.75,0.125,3,6,4494.449450364621,244.379096,864.2065423050828,0.0,8,0
5636,C15794,4506.810924,1.0,0.0,0.0,0.0,312.118407,0.0,0.0,0.0,0.363636,7,0,4494.449450364621,1194.027733,864.2065423050828,0.0,11,3
5637,C15795,32.290778,1.0,1185.34,1185.34,0.0,0.0,0.583333,0.583333,0.0,0.0,0,10,4494.449450364621,428.89277,864.2065423050828,0.666667,12,2
5638,C15796,1394.245166,1.0,684.85,61.85,623.0,1574.545965,0.583333,0.083333,0.416667,0.416667,9,7,4494.449450364621,2411.283485,864.2065423050828,0.090909,12,0
5639,C15797,433.979083,0.545455,0.0,0.0,0.0,2779.963478,0.0,0.0,0.0,0.166667,4,0,4494.449450364621,1596.987626,864.2065423050828,0.083333,12,3
5640,C15798,294.280019,1.0,19.9,19.9,0.0,75.255164,0.083333,0.083333,0.0,0.166667,2,1,4494.449450364621,214.638861,864.2065423050828,0.0,12,3
5641,C15799,356.669878,0.909091,0.0,0.0,0.0,390.549563,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,1936.324445,864.2065423050828,0.285714,12,3
5642,C15800,379.198083,1.0,40.0,0.0,40.0,0.0,0.166667,0.0,0.166667,0.0,0,3,4494.449450364621,224.790156,864.2065423050828,0.0,12,1
5643,C15801,264.051708,1.0,63.0,63.0,0.0,39.762754,0.083333,0.083333,0.0,0.083333,1,1,4494.449450364621,360.123912,864.2065423050828,0.0,12,3
5644,C15802,218.894935,1.0,568.34,568.34,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,4494.449450364621,279.74723,864.2065423050828,0.0,12,1
5645,C15803,255.628716,1.0,2525.88,1640.96,884.92,0.0,1.0,0.583333,1.0,0.0,0,47,4494.449450364621,1936.907938,864.2065423050828,0.416667,12,2
5646,C15804,2584.317807,1.0,0.0,0.0,0.0,6036.492283,0.0,0.0,0.0,0.25,7,0,4494.449450364621,6024.595066,864.2065423050828,0.181818,12,3
5647,C15805,1283.560983,0.454545,0.0,0.0,0.0,871.427059,0.0,0.0,0.0,0.25,4,0,4494.449450364621,4525.286325,864.2065423050828,0.090909,12,3
5648,C15806,7.634737,0.272727,61.26,0.0,61.26,0.0,0.25,0.0,0.25,0.0,0,3,4494.449450364621,247.778082,864.2065423050828,0.25,12,1
5649,C15807,2091.627351,1.0,4361.04,2325.83,2035.21,4224.133411,1.0,0.666667,1.0,0.833333,27,109,4494.449450364621,7608.515679,864.2065423050828,0.083333,12,0
5650,C15808,31.299159,0.5,185.13,0.0,185.13,0.0,0.5,0.0,0.333333,0.0,0,3,4494.449450364621,289.706891,864.2065423050828,1.0,6,1
5651,C15809,520.521822,1.0,820.29,820.29,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,4494.449450364621,2295.229351,864.2065423050828,0.0,12,2
5652,C15810,95.162463,1.0,1000.0,0.0,1000.0,0.0,0.75,0.0,0.625,0.0,0,8,4494.449450364621,824.871032,864.2065423050828,0.8,8,2
5653,C15811,1930.738051,0.9,0.0,0.0,0.0,2396.848186,0.0,0.0,0.0,0.1,2,0,4494.449450364621,364.208749,864.2065423050828,0.0,10,3
5654,C15812,880.259646,1.0,831.52,609.37,222.15,0.0,0.5,0.333333,0.416667,0.0,0,20,4494.449450364621,975.402992,864.2065423050828,0.0,12,2
5655,C15813,1593.655423,1.0,358.7,111.3,247.4,618.455892,0.416667,0.083333,0.25,0.25,5,8,4494.449450364621,467.499859,864.2065423050828,0.0,12,0
5656,C15814,31.303174,1.0,322.41,0.0,322.41,0.0,0.916667,0.0,0.833333,0.0,0,11,4494.449450364621,266.683039,864.2065423050828,0.7,12,2
5657,C15815,4628.109931,1.0,912.54,0.0,912.54,0.0,1.0,0.0,1.0,0.0,0,21,4494.449450364621,3746.305759,864.2065423050828,0.0,12,2
5658,C15816,7.992356,1.0,196.66,0.0,196.66,0.0,0.166667,0.0,0.083333,0.0,0,2,4494.449450364621,90.0711,864.2065423050828,0.083333,12,1
5659,C15817,16.646768,0.818182,135.28,0.0,135.28,0.0,0.5,0.0,0.5,0.0,0,6,4494.449450364621,212.020939,864.2065423050828,0.111111,12,1
5660,C15818,356.883731,1.0,929.29,929.29,0.0,0.0,1.0,1.0,0.0,0.0,0,13,4494.449450364621,1587.56373,864.2065423050828,0.166667,12,2
5661,C15819,1706.846933,0.857143,1000.0,1000.0,0.0,2022.36136,0.142857,0.142857,0.0,0.714286,13,1,4494.449450364621,862.833252,864.2065423050828,0.0,7,3
5662,C15820,3842.454902,1.0,0.0,0.0,0.0,6381.534619,0.0,0.0,0.0,0.5,24,0,4494.449450364621,3869.74895,864.2065423050828,0.083333,12,3
5663,C15821,66.296517,1.0,56.44,0.0,56.44,0.0,0.333333,0.0,0.333333,0.0,0,4,4494.449450364621,110.099433,864.2065423050828,0.0,12,1
5664,C15822,35.771638,1.0,443.04,0.0,443.04,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,404.189925,864.2065423050828,1.0,12,2
5665,C15823,2431.019916,0.818182,729.82,729.82,0.0,2555.909872,0.181818,0.181818,0.0,0.181818,13,4,4494.449450364621,46.969049,864.2065423050828,0.0,11,3
5666,C15824,5585.30457,1.0,515.28,0.0,515.28,656.485086,1.0,0.0,1.0,0.25,4,12,4494.449450364621,1353.941998,864.2065423050828,0.0,12,0
5667,C15825,897.877807,1.0,1758.75,0.0,1758.75,2557.126189,0.583333,0.0,0.416667,0.416667,10,7,4494.449450364621,3349.425019,864.2065423050828,0.363636,12,0
5668,C15826,0.734665,0.777778,254.23,0.0,254.23,0.0,0.555556,0.0,0.555556,0.0,0,5,4494.449450364621,0.0,864.2065423050828,0.0,9,1
5669,C15827,1163.135011,1.0,0.0,0.0,0.0,884.506039,0.0,0.0,0.0,0.166667,6,0,4494.449450364621,222.485191,864.2065423050828,0.0,12,3
5670,C15828,225.404563,0.727273,2424.34,1963.74,460.6,0.0,0.666667,0.416667,0.166667,0.0,0,9,4494.449450364621,3023.04845,864.2065423050828,0.6,12,2
5671,C15829,1298.539837,1.0,42.56,0.0,42.56,0.0,0.25,0.0,0.25,0.0,0,3,4494.449450364621,278.050986,864.2065423050828,0.0,12,1
5672,C15830,59.614155,0.818182,438.0,0.0,438.0,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,525.046566,864.2065423050828,0.090909,12,2
5673,C15831,2648.784405,1.0,6697.57,5281.17,1416.4,0.0,0.916667,0.916667,1.0,0.0,0,65,4494.449450364621,2984.80545,864.2065423050828,0.0,12,2
5674,C15832,391.673369,1.0,1944.64,1333.38,611.26,0.0,0.833333,0.666667,0.583333,0.0,0,29,4494.449450364621,2218.376164,864.2065423050828,0.083333,12,2
5675,C15833,1190.007646,1.0,0.0,0.0,0.0,1491.137439,0.0,0.0,0.0,0.25,4,0,4494.449450364621,175.509452,864.2065423050828,0.0,12,3
5676,C15834,152.255187,0.833333,894.28,894.28,0.0,0.0,0.5,0.5,0.0,0.0,0,5,4494.449450364621,304.061592,864.2065423050828,0.0,6,1
5677,C15835,269.966481,0.636364,0.0,0.0,0.0,1579.555134,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,2097.898378,864.2065423050828,0.125,12,3
5678,C15836,4539.839383,1.0,384.0,209.0,175.0,74.101229,1.0,0.083333,0.916667,0.083333,1,13,4494.449450364621,879.549573,864.2065423050828,0.0,12,2
5679,C15837,25.383911,1.0,401.16,0.0,401.16,0.0,0.916667,0.0,0.833333,0.0,0,11,4494.449450364621,419.168947,864.2065423050828,1.0,12,2
5680,C15838,964.386954,1.0,0.0,0.0,0.0,1852.449594,0.0,0.0,0.0,0.166667,4,0,4494.449450364621,5586.40448,864.2065423050828,0.166667,12,3
5681,C15839,121.671833,0.818182,540.0,540.0,0.0,0.0,0.583333,0.583333,0.0,0.0,0,9,4494.449450364621,238.201855,864.2065423050828,0.285714,12,1
5682,C15840,337.269093,1.0,0.0,0.0,0.0,149.696598,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,482.296401,864.2065423050828,0.0,12,3
5683,C15841,92.902071,1.0,812.74,618.4,194.34,0.0,1.0,1.0,0.416667,0.0,0,18,4494.449450364621,708.651818,864.2065423050828,0.583333,12,2
5684,C15842,1422.3042,1.0,0.0,0.0,0.0,115.324837,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,3489.163639,864.2065423050828,0.083333,12,3
5685,C15843,6.542818,0.571429,178.0,0.0,178.0,0.0,0.857143,0.0,0.571429,0.0,0,6,4494.449450364621,231.111728,864.2065423050828,0.0,7,1
5686,C15844,80.198389,0.454545,981.75,459.0,522.75,0.0,0.583333,0.083333,0.5,0.0,0,14,4494.449450364621,1381.850719,864.2065423050828,0.1,12,2
5687,C15845,153.377124,1.0,2048.5,846.79,1201.71,0.0,1.0,0.25,1.0,0.0,0,51,4494.449450364621,1512.631142,864.2065423050828,1.0,12,2
5688,C15846,445.179998,1.0,0.0,0.0,0.0,58.770943,0.0,0.0,0.0,0.25,3,0,4494.449450364621,197.851349,864.2065423050828,0.0,12,3
5689,C15847,26.572803,1.0,277.33,0.0,277.33,0.0,1.0,0.0,0.916667,0.0,0,17,4494.449450364621,258.265698,864.2065423050828,1.0,12,2
5690,C15848,1337.133737,1.0,0.0,0.0,0.0,73.354616,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,349.862368,864.2065423050828,0.0,12,3
5691,C15849,487.723632,1.0,0.0,0.0,0.0,978.210005,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,1454.589519,864.2065423050828,0.083333,12,3
5692,C15850,2487.42306,1.0,113.25,0.0,113.25,512.570394,0.416667,0.0,0.416667,0.083333,3,5,4494.449450364621,600.106329,864.2065423050828,0.0,12,0
5693,C15851,4.966985,0.181818,59.34,0.0,59.34,0.0,0.166667,0.0,0.166667,0.0,0,2,4494.449450364621,360.724808,864.2065423050828,0.5,12,1
5694,C15852,171.267988,1.0,2062.67,1455.11,607.56,0.0,1.0,1.0,1.0,0.0,0,39,4494.449450364621,1913.827405,864.2065423050828,0.75,12,2
5695,C15853,845.930093,1.0,2384.15,1206.43,1177.72,1950.164327,1.0,0.916667,0.833333,0.083333,2,62,4494.449450364621,4029.993964,864.2065423050828,0.272727,12,0
5696,C15854,1380.729836,1.0,145.94,145.94,0.0,589.017161,0.083333,0.083333,0.0,0.166667,10,3,4494.449450364621,610.851898,864.2065423050828,0.0,12,3
5697,C15856,97.064177,0.545455,863.97,114.0,749.97,0.0,0.416667,0.083333,0.416667,0.0,0,9,4494.449450364621,1384.018459,864.2065423050828,0.363636,12,1
5698,C15857,930.322044,1.0,444.96,0.0,444.96,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,630.302306,864.2065423050828,0.0,12,2
5699,C15858,126.169985,1.0,1155.0,0.0,1155.0,0.0,0.833333,0.0,0.833333,0.0,0,10,4494.449450364621,1375.353007,864.2065423050828,0.909091,12,2
5700,C15859,832.183808,1.0,0.0,0.0,0.0,1991.951203,0.0,0.0,0.0,0.333333,9,0,4494.449450364621,1497.093428,864.2065423050828,0.0,12,3
5701,C15860,253.367476,0.909091,626.69,0.0,626.69,0.0,0.416667,0.0,0.416667,0.0,0,5,4494.449450364621,969.151872,864.2065423050828,0.0,12,2
5702,C15861,2111.244939,0.818182,147.12,147.12,0.0,1578.669085,0.083333,0.083333,0.0,0.166667,5,1,4494.449450364621,4014.564637,864.2065423050828,0.0,12,3
5703,C15862,1450.649137,1.0,0.0,0.0,0.0,1782.155586,0.0,0.0,0.0,0.25,4,0,4494.449450364621,843.588576,864.2065423050828,0.0,12,3
5704,C15863,4593.098361,0.777778,0.0,0.0,0.0,6944.484735,0.0,0.0,0.0,0.333333,9,0,4494.449450364621,1108.771839,864.2065423050828,0.0,9,3
5705,C15864,3598.913061,1.0,53.13,53.13,0.0,2767.233925,0.083333,0.083333,0.0,0.25,6,1,4494.449450364621,868.558084,864.2065423050828,0.0,12,3
5706,C15865,106.390419,1.0,1038.38,1038.38,0.0,0.0,0.666667,0.666667,0.0,0.0,0,14,4494.449450364621,918.029106,864.2065423050828,0.6,12,2
5707,C15866,82.476563,1.0,637.44,0.0,637.44,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,623.916338,864.2065423050828,0.75,12,2
5708,C15867,117.324773,1.0,1101.0,0.0,1101.0,0.0,1.0,0.0,1.0,0.0,0,21,4494.449450364621,1002.953582,864.2065423050828,0.5,12,2
5709,C15868,16.34663,0.545455,267.06,25.0,242.06,0.0,0.5,0.083333,0.5,0.0,0,7,4494.449450364621,318.011069,864.2065423050828,0.272727,12,1
5710,C15869,2447.62454,1.0,116.16,26.16,90.0,729.174169,0.5,0.083333,0.416667,0.083333,1,7,4494.449450364621,525.469962,864.2065423050828,0.0,12,0
5711,C15870,1421.787032,1.0,0.0,0.0,0.0,2017.846783,0.0,0.0,0.0,0.583333,16,0,4494.449450364621,2180.007785,864.2065423050828,0.0,12,3
5712,C15871,1219.143484,0.666667,0.0,0.0,0.0,1893.219765,0.0,0.0,0.0,0.5,3,0,4494.449450364621,204.789406,864.2065423050828,0.0,6,3
5713,C15872,2456.499396,1.0,4791.33,2067.8,2723.53,0.0,1.0,0.666667,1.0,0.0,0,78,4494.449450364621,839.407521,864.2065423050828,0.0,12,2
5714,C15873,59.064314,0.363636,686.0,0.0,686.0,0.0,0.333333,0.0,0.25,0.0,0,7,4494.449450364621,840.254381,864.2065423050828,0.0,12,1
5715,C15874,1042.614416,1.0,0.0,0.0,0.0,119.716756,0.0,0.0,0.0,0.083333,2,0,4494.449450364621,269.011259,864.2065423050828,0.0,12,3
5716,C15875,6851.39075,0.909091,4004.0,117.0,3887.0,10616.27014,0.909091,0.181818,0.818182,0.363636,17,18,4494.449450364621,6746.5317,864.2065423050828,0.0,11,0
5717,C15876,3871.433675,1.0,0.0,0.0,0.0,975.139233,0.0,0.0,0.0,0.083333,5,0,4494.449450364621,903.655941,864.2065423050828,0.0,12,3
5718,C15877,646.398621,1.0,839.05,192.95,646.1,0.0,1.0,0.166667,1.0,0.0,0,19,4494.449450364621,1350.435597,864.2065423050828,0.083333,12,2
5719,C15878,802.086509,0.818182,2008.98,1990.65,18.33,0.0,0.583333,0.583333,0.083333,0.0,0,28,4494.449450364621,468.463615,864.2065423050828,0.0,12,2
5720,C15879,3881.679582,1.0,15.92,15.92,0.0,2183.782456,0.083333,0.083333,0.0,0.333333,9,1,4494.449450364621,1032.183632,864.2065423050828,0.0,12,3
5721,C15880,7886.777059,1.0,0.0,0.0,0.0,12876.04361,0.0,0.0,0.0,0.454545,20,0,4494.449450364621,11080.9622,864.2065423050828,0.090909,11,3
5722,C15881,1466.852542,1.0,543.58,543.58,0.0,0.0,0.25,0.25,0.0,0.0,0,4,4494.449450364621,518.150669,864.2065423050828,0.0,12,1
5723,C15882,47.162463,0.909091,1276.72,810.0,466.72,0.0,0.416667,0.083333,0.333333,0.0,0,5,4494.449450364621,602.244665,864.2065423050828,0.166667,12,2
5724,C15883,525.918697,0.909091,522.2,0.0,522.2,1748.234165,1.0,0.0,1.0,0.583333,10,18,4494.449450364621,2609.937964,864.2065423050828,0.181818,12,0
5725,C15885,2466.452707,1.0,118.72,44.8,73.92,0.0,0.166667,0.083333,0.083333,0.0,0,3,4494.449450364621,732.01795,864.2065423050828,0.0,12,1
5726,C15886,1184.120178,1.0,69.49,0.0,69.49,1719.993551,0.083333,0.0,0.083333,0.5,8,2,4494.449450364621,712.25724,864.2065423050828,0.0,12,3
5727,C15887,1084.649802,1.0,0.0,0.0,0.0,708.865975,0.0,0.0,0.0,0.181818,10,1,4494.449450364621,973.731202,864.2065423050828,0.0,11,3
5728,C15888,1414.422361,1.0,90.03,0.0,90.03,0.0,0.833333,0.0,0.833333,0.0,0,12,4494.449450364621,323.893824,864.2065423050828,0.0,12,2
5729,C15889,79.470417,0.727273,601.84,0.0,601.84,0.0,0.583333,0.0,0.5,0.0,0,7,4494.449450364621,799.1846,864.2065423050828,0.363636,12,2
5730,C15890,170.086639,0.909091,1218.11,980.87,237.24,0.0,0.75,0.5,0.166667,0.0,0,9,4494.449450364621,1277.281619,864.2065423050828,0.222222,12,2
